"C. Det Konservative Folkeparti";"Køge";3377;1953;1109
"C. Det Konservative Folkeparti";"Lejre";1580;878;504
"C. Det Konservative Folkeparti";"Roskilde";5608;3028;1780
"C. Det Konservative Folkeparti";"Solrød";1401;850;464
"C. Det Konservative Folkeparti";"Faxe";2180;1190;686
"C. Det Konservative Folkeparti";"Guldborgsund";2913;1603;933
"C. Det Konservative Folkeparti";"Holbæk";3809;2146;1357
"C. Det Konservative Folkeparti";"Kalundborg";2053;1006;647
"C. Det Konservative Folkeparti";"Lolland";1503;961;935
"C. Det Konservative Folkeparti";"Næstved";5110;2797;1526
"C. Det Konservative Folkeparti";"Odsherred";1472;780;544
"C. Det Konservative Folkeparti";"Ringsted";1667;853;534
"C. Det Konservative Folkeparti";"Slagelse";3682;1999;1151
"C. Det Konservative Folkeparti";"Sorø";1671;975;766
"C. Det Konservative Folkeparti";"Stevns";1375;782;526
"C. Det Konservative Folkeparti";"Vordingborg";2372;1336;732
"C. Det Konservative Folkeparti";"Assens";3517;1291;836
"C. Det Konservative Folkeparti";"Faaborg-Midtfyn";3908;1440;976
"C. Det Konservative Folkeparti";"Kerteminde";2004;753;517
"C. Det Konservative Folkeparti";"Langeland";883;358;169
"C. Det Konservative Folkeparti";"Middelfart";2952;1140;793
"C. Det Konservative Folkeparti";"Nordfyns";2760;873;646
"C. Det Konservative Folkeparti";"Nyborg";2184;798;524
"C. Det Konservative Folkeparti";"Odense";18066;7125;4505
"C. Det Konservative Folkeparti";"Svendborg";4203;1851;1269
"C. Det Konservative Folkeparti";"Ærø";748;404;614
"C. Det Konservative Folkeparti";"Billund";1252;524;277
"C. Det Konservative Folkeparti";"Esbjerg";5035;2179;1411
"C. Det Konservative Folkeparti";"Fanø";185;94;77
"C. Det Konservative Folkeparti";"Fredericia";2868;1242;639
"C. Det Konservative Folkeparti";"Haderslev";2568;1340;788
"C. Det Konservative Folkeparti";"Kolding";6073;3007;1817
"C. Det Konservative Folkeparti";"Sønderborg";3442;2416;818
"C. Det Konservative Folkeparti";"Tønder";1913;887;478
"C. Det Konservative Folkeparti";"Varde";2261;961;510
"C. Det Konservative Folkeparti";"Vejen";2101;1035;619
"C. Det Konservative Folkeparti";"Vejle";6320;2961;1552
"C. Det Konservative Folkeparti";"Aabenraa";3037;1259;639
"C. Det Konservative Folkeparti";"Favrskov";2634;1303;953
"C. Det Konservative Folkeparti";"Hedensted";2311;985;655
"C. Det Konservative Folkeparti";"Horsens";4131;1770;1293
"C. Det Konservative Folkeparti";"Norddjurs";1704;663;469
"C. Det Konservative Folkeparti";"Odder";1269;587;411
"C. Det Konservative Folkeparti";"Randers";4376;1811;1482
"C. Det Konservative Folkeparti";"Samsø";224;140;108
"C. Det Konservative Folkeparti";"Silkeborg";6171;2581;2554
"C. Det Konservative Folkeparti";"Skanderborg";3335;1473;1144
"C. Det Konservative Folkeparti";"Syddjurs";2321;1004;709
"C. Det Konservative Folkeparti";"Aarhus";17763;8292;6266
"C. Det Konservative Folkeparti";"Herning";3843;2446;1927
"C. Det Konservative Folkeparti";"Holstebro";1992;1405;1281
"C. Det Konservative Folkeparti";"Ikast-Brande";2082;1199;852
"C. Det Konservative Folkeparti";"Lemvig";895;434;733
"C. Det Konservative Folkeparti";"Ringkøbing-Skjern";2789;1226;1085
"C. Det Konservative Folkeparti";"Skive";1660;803;893
"C. Det Konservative Folkeparti";"Struer";989;500;584
"C. Det Konservative Folkeparti";"Viborg";4496;2083;6019
"C. Det Konservative Folkeparti";"Brønderslev";2841;1358;685
"C. Det Konservative Folkeparti";"Frederikshavn";4621;1827;806
"C. Det Konservative Folkeparti";"Hjørring";6832;3046;2214
"C. Det Konservative Folkeparti";"Jammerbugt";3073;1277;474
"C. Det Konservative Folkeparti";"Læsø";110;49;17
"C. Det Konservative Folkeparti";"Mariagerfjord";3429;1311;589
"C. Det Konservative Folkeparti";"Morsø";1436;499;214
"C. Det Konservative Folkeparti";"Rebild";2435;1037;477
"C. Det Konservative Folkeparti";"Thisted";3320;1492;789
"C. Det Konservative Folkeparti";"Vesthimmerlands";4544;1382;950
"C. Det Konservative Folkeparti";"Aalborg";16842;6893;2938
"F. SF - Socialistisk Folkeparti";"København";69773;42899;22990
"F. SF - Socialistisk Folkeparti";"Frederiksberg";10689;6852;3787
"F. SF - Socialistisk Folkeparti";"Dragør";833;571;283
"F. SF - Socialistisk Folkeparti";"Tårnby";3548;2548;1200
"F. SF - Socialistisk Folkeparti";"Albertslund";3330;2148;1098
"F. SF - Socialistisk Folkeparti";"Ballerup";3715;2534;1296
"F. SF - Socialistisk Folkeparti";"Brøndby";3005;2084;870
"F. SF - Socialistisk Folkeparti";"Gentofte";3851;2142;1452
"F. SF - Socialistisk Folkeparti";"Gladsaxe";6077;3855;2127
"F. SF - Socialistisk Folkeparti";"Glostrup";1589;1127;505
"F. SF - Socialistisk Folkeparti";"Herlev";2413;1636;815
"F. SF - Socialistisk Folkeparti";"Hvidovre";4468;3213;1550
"F. SF - Socialistisk Folkeparti";"Høje-Taastrup";3216;2240;1181
"F. SF - Socialistisk Folkeparti";"Ishøj";1526;1166;663
"F. SF - Socialistisk Folkeparti";"Lyngby-Taarbæk";4040;2740;1550
"F. SF - Socialistisk Folkeparti";"Rødovre";3337;2261;1152
"F. SF - Socialistisk Folkeparti";"Vallensbæk";668;621;360
"F. SF - Socialistisk Folkeparti";"Allerød";1595;1156;664
"F. SF - Socialistisk Folkeparti";"Egedal";2460;1757;959
"F. SF - Socialistisk Folkeparti";"Fredensborg";2525;1906;999
"F. SF - Socialistisk Folkeparti";"Frederikssund";3164;2394;1221
"F. SF - Socialistisk Folkeparti";"Furesø";3194;1866;1018
"F. SF - Socialistisk Folkeparti";"Gribskov";2898;1894;954
"F. SF - Socialistisk Folkeparti";"Halsnæs";2403;1969;1058
"F. SF - Socialistisk Folkeparti";"Helsingør";4844;3289;1536
"F. SF - Socialistisk Folkeparti";"Hillerød";3310;2425;1412
"F. SF - Socialistisk Folkeparti";"Hørsholm";753;505;312
"F. SF - Socialistisk Folkeparti";"Rudersdal";2996;1851;1049
"F. SF - Socialistisk Folkeparti";"Bornholm";3301;2000;711
"F. SF - Socialistisk Folkeparti";"Christiansø";27;11;5
"F. SF - Socialistisk Folkeparti";"Greve";2464;1939;812
"F. SF - Socialistisk Folkeparti";"Køge";4034;3183;2428
"F. SF - Socialistisk Folkeparti";"Lejre";2056;1807;1070
"F. SF - Socialistisk Folkeparti";"Roskilde";7313;5605;2920
"F. SF - Socialistisk Folkeparti";"Solrød";1144;871;403
"F. SF - Socialistisk Folkeparti";"Faxe";2535;2030;888
"F. SF - Socialistisk Folkeparti";"Guldborgsund";5305;4262;1319
"F. SF - Socialistisk Folkeparti";"Holbæk";5468;4071;1447
"F. SF - Socialistisk Folkeparti";"Kalundborg";3826;3152;994
"F. SF - Socialistisk Folkeparti";"Lolland";8032;5440;1111
"F. SF - Socialistisk Folkeparti";"Næstved";6012;4706;1690
"F. SF - Socialistisk Folkeparti";"Odsherred";2878;2055;697
"F. SF - Socialistisk Folkeparti";"Ringsted";2321;1760;740
"F. SF - Socialistisk Folkeparti";"Slagelse";5834;4780;1562
"F. SF - Socialistisk Folkeparti";"Sorø";2231;1796;792
"F. SF - Socialistisk Folkeparti";"Stevns";1603;1219;601
"F. SF - Socialistisk Folkeparti";"Vordingborg";4514;3276;1101
"F. SF - Socialistisk Folkeparti";"Assens";3136;2509;939
"F. SF - Socialistisk Folkeparti";"Faaborg-Midtfyn";4317;3215;1365
"F. SF - Socialistisk Folkeparti";"Kerteminde";2083;1719;730
"F. SF - Socialistisk Folkeparti";"Langeland";1170;916;328
"F. SF - Socialistisk Folkeparti";"Middelfart";2644;2158;1005
"F. SF - Socialistisk Folkeparti";"Nordfyns";1997;1954;601
"F. SF - Socialistisk Folkeparti";"Nyborg";2678;2080;705
"F. SF - Socialistisk Folkeparti";"Odense";18956;13555;6353
"F. SF - Socialistisk Folkeparti";"Svendborg";5803;4513;1636
"F. SF - Socialistisk Folkeparti";"Ærø";474;371;128
"F. SF - Socialistisk Folkeparti";"Billund";1265;829;356
